Random State,Dataset number,Is regression,Drop mode,Drop level,Imputation mode,Val score 0,Val score 1,Val score 2,Val score 3,Initial val score 0,Initial val score 1,Initial val score 2,Initial val score 3
0,0,True,1,0.1,1,0.0680600472134361,0.0559448217481021,0.0472144165373122,0.0437783418253685,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.1,2,0.0427401131701102,0.0497129765624198,0.0450621161930268,0.0434492266510356,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.1,3,0.0427107214305708,0.0498408919759366,0.0451462294439268,0.0433117559551663,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.1,4,0.0407646702425615,0.0481266145728882,0.0437373012544649,0.0422021726785409,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.1,5,0.0417172612946808,0.0485629735164424,0.044443452512185,0.0425138953730161,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.15,1,0.0705968457510714,0.0570000355553948,0.0486215277589857,0.0454050810818352,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.15,2,0.0443218859451104,0.0535451238716202,0.0460319681129171,0.0452235848606825,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.15,3,0.0443341314039066,0.0523774521224808,0.0459362479834081,0.0447129542118267,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.15,4,0.0411985037135285,0.0479316354102336,0.044021848675756,0.0425590414343752,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.15,5,0.0423961099087724,0.0499641759044062,0.0452260450941155,0.0440092355584159,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.2,1,0.071601547247941,0.0587804944713986,0.0505603159442912,0.0463422975144832,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.2,2,0.0454769507096367,0.0540942129373214,0.0479690948037353,0.0462774745826546,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.2,3,0.0455035648095117,0.0543291127658888,0.0480136411305081,0.0458383553138785,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.2,4,0.0420691383343038,0.0493832376028858,0.0458068370909241,0.0436762427764962,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
