Random State,Dataset number,Is regression,Noise mode,Noise level,Val score 0,Val score 1,Val score 2,Val score 3,Initial val score 0,Initial val score 1,Initial val score 2,Initial val score 3
0,0,True,2,0.0,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.025,0.0427252307648292,0.0526684412641531,0.0453037827624617,0.044202826238255,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.05,0.0453195322950278,0.053320330896091,0.0464758089231291,0.045654430016116,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.075,0.0473831426954625,0.0526962565309043,0.0471681926635548,0.0470872192712643,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.1,0.0486193596473155,0.0558365960426608,0.0485490266370168,0.0480315465088201,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.125,0.0524628052818294,0.0575009750799868,0.0510317900963626,0.0497828759096268,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.15,0.0533195968007871,0.0595971954053574,0.0520836795891068,0.0509332509141903,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.175,0.0553078609824093,0.059825748605703,0.0529854153839084,0.0519891504196757,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.2,0.0567776241542433,0.0613861959451771,0.0546574966393235,0.0535584216562176,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.225,0.058741331070583,0.0638874074001195,0.0562351651466672,0.0547325890980133,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.25,0.0608529576756528,0.0654956969019412,0.0569984331077463,0.0558788128335448,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.275,0.0615102184820521,0.0643017948134198,0.0575023503436258,0.0561607453546565,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.3,0.0637882558618029,0.0663375697439674,0.0598448269951302,0.0581759491882625,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.325,0.0651692665458196,0.0678958457633812,0.0597628259340417,0.059029873919622,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.35,0.0660181270583265,0.0688840036713229,0.0613975777095445,0.0600594240809185,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.375,0.0677077531771846,0.0702104185597473,0.062817357052577,0.0610539065104499,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.4,0.0698260785853001,0.0737466131650344,0.0651565199343307,0.0624455565759312,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.425,0.0707165700504443,0.0727471739268402,0.0657553433431846,0.0635033687615343,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.45,0.0725085110917476,0.075584277188038,0.0683570633795763,0.0658955785500262,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.475,0.073503640743673,0.0755239366507616,0.068847583563635,0.0668486120175591,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,2,0.5,0.0755657668754525,0.0778324936874435,0.0711994263254456,0.0688174207964882,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-20.0,0.0875903723335174,0.089489327065655,0.0878834452290032,0.0882326502549732,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-18.0,0.0878002016009647,0.0891737859479323,0.0878728426487334,0.0882820537254056,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-16.0,0.0869640099147391,0.0893151413144446,0.0874165436069462,0.0875751329575072,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-14.0,0.0871461039142634,0.0891897082215477,0.0874881422275209,0.087571967940936,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-12.0,0.086795109922269,0.0888697052215393,0.0871638736734841,0.0872302870600747,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-10.0,0.0863154461181798,0.0884426291403922,0.0864443340662362,0.0865771238308489,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-8.0,0.0851211694868775,0.0879212104812536,0.0852965612492436,0.0851173416239987,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-6.0,0.0838140782409099,0.0869050759358913,0.0844515077247769,0.0839811552596545,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-4.0,0.0820738548870989,0.0853520276857174,0.0826177323770678,0.082312336741503,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,-2.0,0.080503509568564,0.0835452387557476,0.080732454482917,0.0802745456762806,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,0.0,0.0786727533602097,0.0830563093956767,0.0793620459892879,0.0787035602148661,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,2.0,0.0760280238213933,0.0805054732634107,0.0772391991139129,0.0761799547535018,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,4.0,0.0740601668648951,0.0792460346957853,0.0751980013798709,0.0737987557985924,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,6.0,0.0719122588437463,0.0775655487314104,0.0736095564939929,0.0721351229934647,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,8.0,0.0697293011535196,0.0768077278268097,0.0722939816130966,0.070705801299923,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,10.0,0.0669465180104804,0.0765199797471069,0.0711718268021417,0.0677725469764138,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,12.0,0.0647846186626436,0.0761324464294785,0.0698545160269746,0.0665476950999745,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,14.0,0.0611562340026954,0.0755033490459346,0.0674711148405546,0.0633271822238695,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,16.0,0.0582526143152392,0.0743089572914853,0.0655009507290897,0.0608405177980184,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,18.0,0.0549374580488861,0.0717738339714755,0.063017459196712,0.0580510477532866,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,0,True,1,20.0,0.0514095974718901,0.0691451354054695,0.0593380592506248,0.0543136511424504,0.040133332907882,0.0471010469767153,0.0432680318288381,0.0409329771476838
0,1,True,2,0.0,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.025,0.0784407283771284,0.1245833703415458,0.0949325037463339,0.0768610628871589,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.05,0.1156567285210176,0.1315310993694169,0.111140302241769,0.1068598039621546,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.075,0.1180567014656908,0.1410481463304632,0.1154099893047901,0.1065474660682719,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.1,0.1308913974388813,0.1469879380287864,0.1211238122705215,0.1134710839559325,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.125,0.1437760435927251,0.151455217275117,0.1341859177571039,0.1212275686049106,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.15,0.1554871145478684,0.1688875531628968,0.1391621941712759,0.137170283322056,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.175,0.1482486280462098,0.1590717682296658,0.1401967987782805,0.1321151505287357,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.2,0.1546359240029715,0.1754076587438498,0.1442120091702161,0.1412622457070995,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.225,0.1612883799551332,0.1864984415536632,0.1530408528632357,0.1476536677554878,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.25,0.1605530842220031,0.1806473677019257,0.1573403091290435,0.1524153086273954,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.275,0.1644051473570201,0.1823559964345653,0.1575158982424694,0.155017980868567,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.3,0.168626358383332,0.1900278540683459,0.1681224518575235,0.1647754377418192,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.325,0.1744560516604984,0.1903659151075385,0.1670757146230322,0.1624251941618199,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.35,0.1644982211115701,0.1918716221482187,0.1694627254944804,0.1716043246668172,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.375,0.1737247825968117,0.2046430547557896,0.1661689759648178,0.1660795535580034,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.4,0.1762091979747192,0.2209835872538073,0.1755685987190859,0.1764113713791892,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.425,0.1746162896417,0.1953107319494741,0.1737992578685828,0.173698851844948,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.45,0.1725635619849301,0.2100321854461438,0.1759872096522843,0.1748725689340772,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.475,0.1786246551561597,0.2142901472329818,0.1749705934697679,0.1763625563282267,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,2,0.5,0.1771802037837342,0.2164692023772612,0.1762348067425892,0.1808782320536547,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-20.0,0.1858349944986221,0.2071422400053479,0.1888950032003226,0.1909677098704711,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-18.0,0.1869389060281382,0.2126510126811915,0.187708691666247,0.1988109536800353,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-16.0,0.1819694419343187,0.2059114326679741,0.1829994225775574,0.1873872724020064,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-14.0,0.1833578798108482,0.2108832009351962,0.1844335203666164,0.1907744817066786,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-12.0,0.1833073444916697,0.2168122013588831,0.1913693130499585,0.1996415374603518,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-10.0,0.1811513662313269,0.2100272256268909,0.18632091611721,0.193053885411936,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-8.0,0.1839460941823158,0.2058655188330505,0.1883872505280133,0.1947368380708749,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-6.0,0.1809090121167106,0.2092359179960362,0.1832922576326171,0.187911492420288,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-4.0,0.1839199655692058,0.2329484620106493,0.1865707950327986,0.1998142749723666,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,-2.0,0.1799861988398124,0.2103263252432682,0.1824891509764161,0.1937899151818063,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,0.0,0.1853684364598909,0.2175500904777275,0.1840281827964466,0.191010001558211,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,2.0,0.1735086369945498,0.2053296614327373,0.1753857018908375,0.1791628259469636,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,4.0,0.1807891498282339,0.2089890099914205,0.1772516514304224,0.1861392736937049,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,6.0,0.1756481057498866,0.1996111883658538,0.1758697063819995,0.1851374023409991,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,8.0,0.1746151710521114,0.2040932848310159,0.1793415397065193,0.1859762850710164,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,10.0,0.1700565781301866,0.1984888929040056,0.1703536287767623,0.1763047156869635,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,12.0,0.1538770955579264,0.1847055730353855,0.1642179438579597,0.1624039899803711,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,14.0,0.1493481104039116,0.1857621437470252,0.1589803122998352,0.1577915166855094,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,16.0,0.1405380135707457,0.1757857117039822,0.1383688507008789,0.1414151920296904,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,18.0,0.11975569335221,0.1641122478954989,0.1289151911466932,0.1293725819601879,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,1,True,1,20.0,0.1036125749611534,0.1364888872123908,0.1172148736729043,0.1119918366147886,0.0575305470948249,0.1000988999851204,0.0765169450874986,0.0554124197523887
0,2,True,2,0.0,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313
0,2,True,2,0.025,0.1156840844024968,0.2864821304681307,0.2259080592336364,0.220192728522331,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313
0,2,True,2,0.05,0.1303684757252491,0.2453127438438845,0.2382438455867059,0.2760745408408347,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313
0,2,True,2,0.075,0.1538528879370244,0.280141980246862,0.2685744724483689,0.3111161740759942,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313
0,2,True,2,0.1,0.1596476428352311,0.2701623542374006,0.2565474764177035,0.288218767718271,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313
0,2,True,2,0.125,0.188110895118999,0.3211764239710704,0.2775674427265061,0.3139492751829386,0.1094735411310464,0.1175117704869486,0.105810563435955,0.1072404728403313
