Random State,Dataset number,Is regression,Noise mode,Noise level,Drop mode,Drop level,Imputation mode,Val score 0,Val score 1,Val score 2,Val score 3,Initial val score 0,Initial val score 1,Initial val score 2,Initial val score 3
0,0,True,2,0.1,1,0.3,1,0.07638381893353675,0.0669660697543182,0.058739026763438694,0.05550994171113501,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,1,0.3,2,0.05589824363332117,0.06680326170342539,0.057802667483160326,0.05591224256831101,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,1,0.3,3,0.05599187344089323,0.06655552355318738,0.058065685763668516,0.05560622400321638,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,1,0.3,4,0.0545187015191923,0.06013572149068976,0.05513736753450845,0.05479947234992874,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,1,0.3,5,0.05520135914616018,0.06431740048916626,0.05723729144885154,0.05558891571894664,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.1,1,0.054640259085012605,0.061001684526799015,0.05308493713424298,0.05082454370824391,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.1,2,0.050854742565674495,0.05929858091761775,0.05234390759964532,0.05065713109570541,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.1,3,0.05085155174403721,0.05848329975337944,0.05239466580032937,0.05075769523137507,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.1,4,0.05075333045180034,0.057131450920425875,0.050926484343459276,0.05023704333346571,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.1,5,0.05050045278472859,0.05806412508116935,0.05194301691044576,0.050160566314754136,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.2,1,0.05215982668759437,0.05596469749584141,0.049693391904381275,0.04906961123804097,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.2,2,0.05102818457346342,0.05606487602113382,0.0496812495755752,0.04932534281174509,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.2,3,0.051008303084473995,0.05585952307432831,0.04965529051807,0.04919927210439674,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.2,4,0.05082068143425337,0.056667818103238954,0.04984637309967526,0.04909992829758127,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.2,5,0.05071590100712889,0.05591285326536153,0.04960385588282077,0.04904713093768546,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.3,1,0.06765291770701805,0.07006552590933444,0.06175938945594886,0.058738034140823535,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.3,2,0.0562740537179548,0.06692883907959854,0.059742589117393136,0.05746056210452307,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.3,3,0.05633439220539601,0.06624243584199363,0.05997946490102859,0.05769779832616651,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.3,4,0.05682807091168379,0.0649387771784455,0.05891414655942029,0.057842835733178145,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,2,0.3,5,0.05619449383028594,0.06677162353122838,0.05993906978879895,0.05806040694057368,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.1,1,0.07285874473671948,0.05829546022639668,0.05217808115648644,0.04996777096691926,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.1,2,0.05205165031703033,0.059304222251380316,0.05150292705247961,0.04948059469835817,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.1,3,0.05229550695552556,0.05886891935446837,0.051389987605111896,0.049534275176952226,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.1,4,0.050505826253269846,0.05621727972695556,0.05064414228211339,0.04976680348309603,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.1,5,0.05202359802278722,0.05938533733095774,0.05269831023987003,0.051422985416205214,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.2,1,0.06594572191828803,0.06084144363921467,0.05312499688953518,0.05149863155266787,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.2,2,0.05518110622931626,0.058640901816494395,0.05290543578518583,0.050857232504392634,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.2,3,0.05571916893906856,0.05911276710744609,0.05317485110085788,0.051063278867194216,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.2,4,0.052522030510930434,0.058899182060147354,0.0532171089069341,0.05232630639996214,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.2,5,0.05366421690964485,0.06116441032863632,0.05392686063291275,0.05257531410249691,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.3,1,0.06605057293500664,0.061941628270268,0.055643997434301574,0.05146785423878908,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.3,2,0.05901930924468568,0.06125883025028713,0.05571634461130618,0.05250304222856674,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.3,3,0.060170413226620256,0.06329578317941713,0.05696934917770785,0.05309147843799377,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.3,4,0.055188494837035244,0.06259388591296107,0.05620317560787056,0.054823474008770266,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.1,3,0.3,5,0.05843422710157673,0.06828980821146563,0.06050296729217628,0.05743971255822015,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.1,1,0.0733255387529358,0.06451708772817684,0.05705943913700779,0.055383601903270095,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.1,2,0.058676613700656556,0.06478008956812087,0.05644597198192708,0.055488465302726525,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.1,3,0.05868243386719107,0.06414983842487423,0.056296945588629195,0.055410335840039654,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.1,4,0.05818968354436796,0.06409223369066652,0.056140025737309106,0.05485811041685146,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.1,5,0.05851854561844411,0.06362440305330593,0.05634072540628618,0.055234429396522594,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.2,1,0.07660739648656383,0.06900651718130883,0.06125628530897426,0.05770954264505512,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.2,2,0.06070849229442854,0.06681487118962533,0.06006629267720156,0.057837309801571035,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.2,3,0.06076443290975817,0.06671021642449737,0.06012010194346564,0.05777955120835049,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.2,4,0.05979306464763392,0.06345557544492554,0.05783230335329816,0.056959635152627884,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.2,5,0.06037535859930971,0.06749102673540408,0.05930364926482315,0.057910832591838074,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.3,1,0.0783077408785941,0.07101805182603714,0.06407419008787314,0.06054618664868181,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.3,2,0.06276534476359392,0.06916353930326116,0.062084551329974196,0.06032321884249877,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.3,3,0.06292331107913841,0.0691536008420726,0.06240885678574187,0.06056838272413732,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.3,4,0.062141411411246406,0.06759271961413921,0.06110758661714392,0.05981153690111261,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,1,0.3,5,0.06266484918104452,0.07034437774702575,0.06312939731889103,0.061303147507651756,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.1,1,0.05848482476502124,0.06163774333332053,0.05502180624227971,0.05374879073357874,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.1,2,0.05745555975025793,0.061350265589327234,0.05477923204360275,0.053256551207836546,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.1,3,0.057521522349285266,0.06122110927888175,0.05480849396103682,0.053444403524099376,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.1,4,0.057165687815912074,0.060636791015176696,0.05456836158875839,0.053623386806272856,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.1,5,0.057472939438890036,0.061501466322113535,0.05472394985975259,0.05340030991781495,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.2,1,0.06209396772400113,0.06276632088568436,0.056810225277016645,0.054715913695604135,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.2,2,0.05950201980831734,0.06461750477638885,0.05614067851029996,0.0543656929961403,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.2,3,0.05955325229693562,0.06445874345766954,0.056082510264428564,0.05432595861792639,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.2,4,0.05884038725098445,0.06259806050153338,0.05530214180757196,0.05440129879595588,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.2,5,0.059709150800900744,0.06361783916413967,0.056321944799111186,0.05485302806475064,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.3,1,0.062423158018611015,0.06651608298413764,0.06078093065558399,0.05757928759761804,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.3,2,0.05989221639848707,0.0675938133360823,0.05986516056490021,0.05748237269306833,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.3,3,0.059849380095684745,0.0666908002273202,0.05986614641538107,0.05747488789691726,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.3,4,0.05948461322316103,0.06661502560034045,0.059752199669497796,0.05822506673213832,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,2,0.3,5,0.05987063463605733,0.06608187979874543,0.05986975937068902,0.058359406038886175,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.1,1,0.06886333808217181,0.06402218632689212,0.056151633702379945,0.05403970025136654,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.1,2,0.0588551455855106,0.06390540470725405,0.056449601667310646,0.054188221098367705,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.1,3,0.05924113139982562,0.06424283679615328,0.056812475279757996,0.054424836285400756,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.1,4,0.05834649149991964,0.06291330809337023,0.056096471112944545,0.05486000428284723,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.1,5,0.05893001280867092,0.06561502610166882,0.05771743184075314,0.055600460325597456,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.2,1,0.07099001612317468,0.06409888616245109,0.05721764342392053,0.0544072240802693,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.2,2,0.06090297287449722,0.06358737979081178,0.05679006074225329,0.05493257762344863,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.2,3,0.06183717074850773,0.0642316043213963,0.05726692239764788,0.054576046409506966,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.2,4,0.05953357851383693,0.06453361510851491,0.0579304564024923,0.0566441288881863,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.2,5,0.06108426742709557,0.06835805918491018,0.06037318385820751,0.05814143606360564,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.3,1,0.07048916130120077,0.06509303605893546,0.05879320027872622,0.05537282223582749,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.3,2,0.06561853746317567,0.0645079611258443,0.05855568754211121,0.05605466445298098,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.3,3,0.06601667343041419,0.06323191410126004,0.05845991712587912,0.05622242604345975,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.3,4,0.0635168654457099,0.06950879253101037,0.06290930790838066,0.061540322262495895,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.2,3,0.3,5,0.06585898594458266,0.07045098954019768,0.06452057211528757,0.0625257272991368,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.1,1,0.07501344739008155,0.06865765241511239,0.061916001843683226,0.05942916862209157,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.1,2,0.06470503774920881,0.06899771994078406,0.06149589851617817,0.05910474728769036,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.1,3,0.06472406030082987,0.06924692850833171,0.06169210463983987,0.05919956288339253,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.1,4,0.06468502140333236,0.06748430453453545,0.061355514492117756,0.059088329254950576,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.1,5,0.06472351067347082,0.06918520729426707,0.06207578532838168,0.05936489586374518,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.2,1,0.0778696117576208,0.07293446392321212,0.06522639828634198,0.06168060468603631,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.2,2,0.06579711685442678,0.07200788170068521,0.06417916969310246,0.06147075804665029,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.2,3,0.06586710533860735,0.07239413723760883,0.06404996880199613,0.061362404785643344,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.2,4,0.06530459520864297,0.06898763837627578,0.06313015985919708,0.06161688559353456,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.2,5,0.06599054887904558,0.07144072993129445,0.06414520885955005,0.06213133150667131,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.3,1,0.07978316014953384,0.07359459494698792,0.06797645002997589,0.06381737489156196,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.3,2,0.0681067753135276,0.07470573142081449,0.067352215483045,0.06392183304919195,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.3,3,0.06811443251282691,0.07426300003608484,0.06746042911414939,0.06392475771520927,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.3,4,0.06769099392123042,0.0708405015842355,0.06587709372231053,0.0644538987596866,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,1,0.3,5,0.06801204785041097,0.07395122951129028,0.06694251989821155,0.06480484837817234,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.1,1,0.06874993225432598,0.06923208412999332,0.06113212619635203,0.0600411059135099,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.1,2,0.06475982069324798,0.06890845446249641,0.062308286317056205,0.05985498974293565,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.1,3,0.06459778471412252,0.06842355150439004,0.06202177831110193,0.0596934218903482,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.1,4,0.06459415159197225,0.06884572516828397,0.06148830422832822,0.05956796938542138,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.1,5,0.06489991304390821,0.06948810081146024,0.06222647872107092,0.06009517473790551,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.2,1,0.06564848360087101,0.06730928108022122,0.060878376572352344,0.05888539077203372,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.2,2,0.06584834652700505,0.06826905131616333,0.06147537715503875,0.05919096731995712,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.2,3,0.06557426420652208,0.06826369535236633,0.06132667536740141,0.05890719846746049,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.2,4,0.06564559907078397,0.06789779224921642,0.06085093518296312,0.059123762332971265,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.2,5,0.0655958046846449,0.06859155039956534,0.06148885663479394,0.05965535920357793,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.3,1,0.06862621419379918,0.06807759618838398,0.06242284536474411,0.06104454630886735,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.3,2,0.06745144060714058,0.0678824342907584,0.06170394415973443,0.06067619847289024,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.3,3,0.06734163072035391,0.06635392155414205,0.06173717851408441,0.06087923577961905,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.3,4,0.06721965847004227,0.06772503108767357,0.06235968714506327,0.06095693473701393,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,2,0.3,5,0.06772781168130902,0.06744008674306898,0.06286457960201479,0.061458969800503464,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.1,1,0.07255939862719125,0.06877782119464292,0.06162794755348614,0.05781826465598525,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.1,2,0.0647491704935214,0.06801679225674932,0.06099231406035566,0.05811188044873366,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.1,3,0.06509960278641518,0.06880487049438606,0.06141880715433098,0.058460065030223995,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.1,4,0.06436695334412716,0.0685879018128465,0.06102167365992873,0.05942710974014979,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.1,5,0.06454456732739877,0.06806895876679882,0.06126782510087189,0.059055310787487075,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.2,1,0.06897305480993893,0.06661755089173128,0.060781882305021184,0.0586013749366143,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.2,2,0.06655917486339352,0.068286041410077,0.06235419831358278,0.059885008628388935,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.2,3,0.06712844070466162,0.06846646903041924,0.06271679950012637,0.06049014588288285,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.2,4,0.06707772584879461,0.06918680500663323,0.06401081717910669,0.06224119298082801,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.2,5,0.06703616223465857,0.07362870752019464,0.0652099964732878,0.0630520529906425,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.3,1,0.07640158792317218,0.07110535837294196,0.06488143273097999,0.06046588674854664,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.3,2,0.07176695803935117,0.07133113421442565,0.06554511620643262,0.06144418493811238,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.3,3,0.0728513125099929,0.07152444190417567,0.0659333753320345,0.061453363836905174,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.3,4,0.06956422755441395,0.07401475897692837,0.06852308803918043,0.0665380890734285,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,2,0.3,3,0.3,5,0.07336447822386859,0.07744602693856029,0.07260986574662133,0.06987908461373597,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.1,1,0.08402474738214805,0.08709300052038497,0.0847291198354807,0.0841840716916712,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.1,2,0.08399029471695023,0.08705275242602144,0.08477221275944939,0.0842227382824371,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.1,3,0.08398877830270134,0.08704203234999218,0.0847678205476473,0.08429830360864772,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.1,4,0.08407203838669268,0.08665622518037164,0.0845739131899379,0.08444080545656822,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.1,5,0.0840782022837963,0.08685644925316571,0.08468328525309748,0.08433782493774124,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.2,1,0.08471700454385934,0.08717059699290995,0.08503252935579216,0.08476645580674591,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.2,2,0.08453541030886458,0.08728859795046857,0.08508971631736732,0.08491533826888514,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.2,3,0.084540578420368,0.08718395058082175,0.08507513231955662,0.08491479394584876,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.2,4,0.08504078287078361,0.08809145650249621,0.08524394109513589,0.0854022872990295,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.2,5,0.0847827106742038,0.0871291437808774,0.08512346998184933,0.0849695359753788,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.3,1,0.08476014007880343,0.0871405233828438,0.08547660802432695,0.08509716151329817,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.3,2,0.08465335601633732,0.08758297707046264,0.08546479998730126,0.08510344413159275,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.3,3,0.08465115307801824,0.08758297707046263,0.08548431380470102,0.08509650152910002,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
0,0,True,1,-6.0,1,0.3,4,0.08550238867885157,0.08853767622118436,0.08627655273667502,0.08608771273879863,0.04013333290788204,0.047101046976715334,0.043268031828838184,0.04093297714768385
